EvaluationIndex,LevelIndex,Score,LevelStatus
2361,1294,19960,Fail
2362,156,53690,Fail
2363,652,27490,Fail
2364,1262,48770,Fail
2365,1210,31600,Fail
2366,673,26040,Fail
2367,809,35920,Fail
2368,790,88390,Pass
2369,136,25800,Fail
2370,223,240,Fail
2371,1075,34830,Fail
2372,1093,24120,Fail
2373,974,22370,Fail
2374,303,19700,Pass
2375,28,29710,Fail
2376,825,5330,Fail
2377,599,65960,Pass
2378,188,37710,Fail
2379,264,28780,Pass
2380,358,36300,Pass
2381,1039,44500,Pass
2382,361,36900,Pass
2383,80,16140,Fail
2384,199,10440,Fail
2385,313,1000,Fail
2386,582,36760,Fail
2387,90,18210,Fail
2388,761,79060,Pass
2389,284,22530,Pass
2390,786,76470,Fail
2391,1162,35200,Fail
2392,1191,30980,Fail
2393,662,8460,Fail
2394,322,18670,Pass
2395,1154,19200,Fail
2396,890,21820,Fail
2397,735,47590,Pass
2398,453,18540,Fail
2399,1220,15590,Fail
2400,28,31520,Fail
2401,810,24830,Fail
2402,590,25440,Fail
2403,104,21300,Fail
2404,1243,12250,Fail
2405,723,36560,Fail
2406,448,20480,Fail
2407,352,11220,Pass
2408,525,44960,Fail
2409,73,36500,Pass
2410,304,24500,Pass
2411,153,30320,Fail
2412,99,88820,Fail
2413,1146,58220,Pass
2414,673,30800,Fail
2415,467,31710,Fail
2416,791,53530,Pass
2417,1229,8430,Fail
2418,1126,38660,Fail
2419,253,16250,Pass
2420,761,62580,Pass
2421,346,36000,Pass
2422,792,50820,Fail
2423,1073,36200,Fail
2424,405,42320,Fail
2425,352,11220,Pass
2426,1212,41270,Fail
2427,513,53520,Pass
2428,325,29160,Pass
2429,1294,19960,Fail
2430,67,3180,Fail
2431,1000,44750,Pass
2432,915,50140,Fail
2433,1279,59880,Pass
2434,703,52030,Pass
2435,398,24720,Pass
2436,31,24040,Pass
2437,639,49400,Fail
2438,502,40290,Fail
2439,587,30600,Fail
2440,433,29900,Fail
2441,185,40900,Fail
2442,708,74260,Pass
2443,921,31620,Fail
2444,544,76970,Pass
2445,1252,16410,Fail
2446,98,32040,Pass
2447,65,31390,Fail
2448,596,63130,Pass
2449,1284,17510,Fail
2450,283,22520,Pass
2451,1299,44820,Pass
2452,928,12020,Fail
2453,274,36000,Pass
2454,913,18220,Fail
2455,734,82020,Pass
2456,590,31570,Fail
2457,903,29780,Fail
2458,654,15700,Fail
2459,503,30640,Fail
2460,859,17920,Fail
2461,144,35120,Fail
2462,2,24000,Pass
2463,199,10020,Fail
2464,1266,20320,Fail
2465,248,29040,Pass
2466,607,10660,Fail
2467,31,24040,Pass
2468,33,33950,Pass
2469,262,13130,Pass
2470,590,25440,Fail
2471,582,32020,Fail
2472,237,25180,Pass
2473,440,10340,Fail
2474,759,48950,Fail
2475,584,44100,Fail
2476,801,15640,Fail
2477,307,27000,Pass
2478,837,0,Fail
2479,717,53420,Fail
2480,1230,23740,Fail
2481,922,18350,Fail
2482,345,20490,Pass
2483,809,37420,Fail
2484,888,20360,Fail
2485,583,41770,Fail
2486,277,1500,Fail
2487,666,7840,Fail
2488,1072,19210,Fail
2489,955,24310,Fail
2490,702,21950,Fail
2491,176,25850,Fail
2492,805,15210,Fail
2493,99,63550,Fail
2494,1107,26100,Fail
2495,1264,10970,Fail
2496,603,0,Fail
2497,37,25360,Fail
2498,1178,36260,Fail
2499,647,20280,Fail
2500,1122,17790,Fail
2501,9,9850,Fail
2502,994,34460,Fail
2503,30,31600,Fail
2504,231,35810,Pass
2505,291,32750,Pass
2506,12,26760,Fail
2507,79,9840,Fail
2508,917,2000,Fail
2509,217,19220,Pass
2510,692,45310,Fail
2511,1197,7030,Fail
2512,1221,23150,Fail
2513,1004,17430,Fail
2514,395,18170,Pass
2515,360,22600,Pass
2516,965,19700,Fail
2517,341,4500,Fail
2518,824,35680,Fail
2519,1162,36130,Fail
2520,1045,26920,Fail
2521,133,16490,Fail
2522,780,56750,Pass
2523,161,37350,Fail
2524,1090,28580,Fail
2525,6,17230,Fail
2526,1008,4020,Fail
2527,1236,17240,Fail
2528,777,29640,Fail
2529,1137,20450,Fail
2530,1217,24440,Fail
2531,547,61460,Pass
2532,769,66400,Pass
2533,996,42560,Fail
2534,853,5030,Fail
2535,978,34350,Fail
2536,1259,19820,Pass
2537,382,37460,Pass
2538,324,10220,Pass
2539,728,30450,Fail
2540,217,19220,Pass
2541,64,28940,Fail
2542,865,18420,Fail
2543,765,83210,Pass
2544,901,17830,Fail
2545,188,60590,Pass
2546,343,33810,Pass
2547,269,30480,Pass
2548,39,24760,Fail
2549,289,240,Fail
2550,1073,34700,Fail
2551,764,64940,Pass
2552,303,42080,Pass
2553,970,22510,Fail
2554,85,10130,Fail
2555,933,47530,Pass
2556,1223,10330,Fail
2557,452,51150,Pass
2558,1172,18460,Fail
2559,162,39340,Fail
2560,190,22300,Fail
2561,1179,42790,Fail
2562,357,29460,Pass
2563,284,22380,Pass
2564,304,24720,Pass
2565,312,23100,Pass
2566,134,50780,Fail
2567,724,45260,Fail
2568,1030,23130,Fail
2569,93,47540,Fail
2570,472,31410,Fail
2571,508,48070,Fail
2572,292,27240,Pass
2573,765,83210,Pass
2574,1175,25680,Fail
2575,958,38860,Fail
2576,804,33160,Pass
2577,871,15500,Fail
2578,471,39150,Fail
2579,78,6500,Fail
2580,183,24050,Fail
2581,965,16700,Fail
2582,1131,34620,Fail
2583,774,71770,Pass
2584,403,11970,Fail
2585,1012,30620,Fail
2586,869,43330,Fail
2587,203,44500,Pass
2588,203,42500,Pass
2589,206,26000,Pass
2590,902,20630,Fail
2591,865,19820,Fail
2592,701,103230,Pass
2593,1121,23720,Fail
2594,762,58330,Pass
2595,876,68430,Pass
2596,156,45480,Fail
2597,88,56260,Pass
2598,275,29380,Pass
2599,794,69980,Pass
2600,507,64170,Pass
2601,355,44570,Pass
2602,1300,36520,Pass
2603,646,41800,Fail
2604,559,20210,Fail
2605,1031,41130,Fail
2606,1249,3850,Fail
2607,129,63000,Pass
2608,447,65330,Pass
2609,525,54570,Fail
2610,816,22980,Fail
2611,565,22850,Fail
2612,1100,18540,Fail
2613,414,35610,Pass
2614,630,5000,Fail
2615,127,25060,Fail
2616,189,27730,Fail
2617,237,25180,Pass
2618,997,12730,Fail
2619,1237,21700,Fail
2620,671,2660,Fail
2621,257,40560,Pass
2622,303,42080,Pass
2623,1189,17940,Fail
2624,1274,16300,Fail
2625,821,12090,Fail
2626,97,38830,Fail
2627,903,34320,Fail
2628,126,16880,Fail
2629,602,26490,Fail
2630,193,25410,Fail
2631,469,62920,Fail
2632,941,39660,Fail
2633,1199,22500,Fail
2634,137,56710,Fail
2635,833,37570,Fail
2636,176,26560,Fail
2637,80,13640,Fail
2638,1131,37530,Fail
2639,83,4740,Fail
2640,856,48720,Fail
2641,360,20500,Pass
2642,427,30110,Pass
2643,240,31130,Pass
2644,149,11380,Fail
2645,1210,36150,Fail
2646,248,31710,Pass
2647,771,39550,Fail
2648,104,16680,Fail
2649,77,32950,Fail
2650,1028,27880,Fail
2651,64,52220,Fail
2652,1112,18660,Fail
2653,565,38860,Pass
2654,6,22950,Fail
2655,649,17000,Fail
2656,685,33090,Fail
2657,113,14220,Fail
2658,559,20210,Fail
2659,1221,54730,Fail
2660,1257,35660,Fail
2661,1177,57440,Pass
2662,608,52760,Fail
2663,79,9840,Fail
2664,638,14940,Fail
2665,999,24900,Fail
2666,1125,50670,Pass
2667,627,34090,Fail
2668,36,13940,Fail
2669,3,29000,Fail
2670,1097,17030,Fail
2671,699,20790,Fail
2672,455,42480,Fail
2673,233,14760,Pass
2674,119,39660,Fail
2675,113,15520,Fail
2676,29,25300,Fail
2677,300,30620,Pass
2678,817,39340,Fail
2679,710,33630,Fail
2680,1293,63710,Pass
2681,955,19110,Fail
2682,882,22330,Fail
2683,737,56930,Fail
2684,722,27120,Fail
2685,700,16240,Fail
2686,1040,1140,Fail
2687,32,41500,Fail
2688,307,27470,Pass
2689,954,23750,Fail
2690,1282,22940,Fail
2691,762,57520,Pass
2692,1113,39010,Fail
2693,665,23200,Fail
2694,1162,36370,Fail
2695,937,17810,Fail
2696,751,48900,Fail
2697,392,1000,Fail
2698,942,35070,Fail
2699,129,58500,Pass
2700,508,42380,Fail
2701,380,0,Fail
2702,519,36720,Pass
2703,651,41360,Fail
2704,838,32300,Fail
2705,525,44960,Fail
2706,583,30570,Fail
2707,160,11210,Fail
2708,704,52880,Fail
2709,1081,22530,Fail
2710,724,63320,Fail
2711,1055,17360,Fail
2712,1180,72760,Pass
2713,1186,31110,Fail
2714,1153,36730,Fail
2715,961,75130,Pass
2716,1067,50880,Pass
2717,30,37050,Fail
2718,954,23750,Fail
2719,1127,71240,Pass
2720,879,23710,Fail
2721,1294,19960,Fail
2722,697,37440,Fail
2723,762,57500,Pass
2724,221,35360,Pass
2725,393,36420,Pass
2726,486,35430,Fail
2727,699,21510,Fail
2728,718,44060,Fail
2729,1261,25000,Pass
2730,575,7500,Fail
2731,566,37230,Pass
2732,440,10340,Fail
2733,615,32930,Fail
2734,931,34560,Fail
2735,60,21160,Fail
2736,407,42620,Fail
2737,1064,19190,Fail
2738,41,49240,Pass
2739,575,9240,Fail
2740,1071,24850,Fail
2741,921,31620,Fail
2742,168,50600,Pass
2743,44,18790,Fail
2744,207,28690,Pass
2745,265,26100,Pass
2746,998,48900,Fail
2747,1287,31410,Fail
2748,704,73090,Pass
2749,723,61490,Pass
2750,309,33210,Pass
2751,864,45100,Fail
2752,946,37660,Fail
2753,1180,68280,Pass
2754,1136,24700,Fail
2755,825,14930,Fail
2756,329,19640,Pass
2757,909,34040,Fail
2758,1058,20550,Fail
2759,123,35570,Fail
2760,1173,25770,Fail
2761,181,22720,Pass
2762,68,29520,Pass
2763,726,86650,Pass
2764,1186,32180,Fail
2765,672,14660,Fail
2766,970,27310,Fail
2767,563,42090,Pass
2768,836,29650,Fail
2769,283,22520,Pass
2770,954,24250,Fail
2771,1205,24240,Fail
2772,356,55090,Pass
2773,835,32390,Fail
2774,1280,26790,Pass
2775,1213,36770,Fail
2776,421,49150,Pass
2777,416,45130,Fail
2778,725,58600,Pass
2779,561,15560,Fail
2780,1193,15830,Fail
2781,1108,14430,Fail
2782,424,39680,Fail
2783,598,37260,Pass
2784,1050,38040,Fail
2785,1092,11050,Fail
2786,1140,53500,Pass
2787,310,19220,Pass
2788,192,51680,Fail
2789,465,24890,Fail
2790,96,39160,Fail
2791,1179,50370,Fail
2792,267,26000,Pass
2793,1071,30590,Fail
2794,1183,43500,Fail
2795,1266,33140,Fail
2796,519,35390,Pass
2797,293,30190,Pass
2798,734,82020,Pass
2799,67,3180,Fail
2800,1081,22530,Fail
2801,406,8280,Fail
2802,985,9800,Fail
2803,29,25300,Fail
2804,390,24140,Pass
2805,272,18060,Pass
2806,855,24710,Fail
2807,1008,4020,Fail
2808,599,72060,Pass
2809,821,14090,Fail
2810,720,88050,Pass
2811,606,32300,Fail
2812,217,35780,Pass
2813,857,21290,Fail
2814,832,18830,Fail
2815,85,10130,Fail
2816,103,1840,Fail
2817,663,18360,Fail
2818,118,73520,Pass
2819,1144,30540,Fail
2820,905,27500,Fail
2821,218,5110,Fail
2822,664,78660,Pass
2823,237,25180,Pass
2824,622,18250,Fail
2825,861,24930,Fail
2826,131,54680,Fail
2827,1138,13880,Fail
2828,1149,16280,Fail
2829,74,10270,Fail
2830,86,35390,Fail
2831,416,40760,Fail
2832,845,31480,Fail
2833,22,21210,Pass
2834,226,43620,Pass
2835,145,57140,Pass
2836,760,64680,Pass
2837,171,8040,Fail
2838,268,33360,Pass
2839,277,0,Fail
2840,70,38020,Fail
2841,1174,15700,Fail
2842,419,17030,Fail
2843,604,7400,Fail
2844,880,34300,Fail
2845,641,0,Fail
2846,972,8470,Fail
2847,800,60060,Pass
2848,176,26560,Fail
2849,595,24610,Fail
2850,692,46420,Fail
2851,1295,15170,Fail
2852,732,34670,Fail
2853,402,18420,Fail
2854,1253,16280,Fail
2855,439,23560,Fail
2856,549,28950,Fail
2857,240,31130,Pass
2858,760,65180,Pass
2859,372,38700,Pass
2860,103,1800,Fail
2861,844,2420,Fail
2862,992,38280,Fail
2863,1058,15860,Fail
2864,987,20070,Fail
2865,234,43340,Pass
2866,212,17170,Pass
2867,853,3550,Fail
2868,1045,20320,Fail
2869,1147,69850,Pass
2870,1268,15090,Fail
2871,431,30630,Fail
2872,369,1040,Fail
2873,1189,18600,Fail
2874,561,16060,Fail
2875,447,59670,Pass
2876,721,68040,Fail
2877,894,22130,Fail
2878,218,5110,Fail
2879,689,20000,Fail
2880,247,39880,Pass
2881,277,1000,Fail
2882,1097,15030,Fail
2883,699,21510,Fail
2884,216,10080,Pass
2885,1285,57580,Pass
2886,730,27030,Fail
2887,1169,37600,Fail
2888,997,12730,Fail
2889,572,15740,Fail
2890,1211,33960,Fail
2891,93,47040,Fail
2892,1280,30790,Pass
2893,881,14970,Fail
2894,930,42370,Fail
2895,1138,13920,Fail
2896,237,25180,Pass
2897,544,79930,Pass
2898,356,55090,Pass
2899,1148,38330,Fail
2900,1085,56890,Fail
2901,1107,26100,Fail
2902,384,380,Fail
2903,633,68820,Fail
2904,457,10860,Fail
2905,904,12690,Fail
2906,532,40900,Fail
2907,1107,25460,Fail
2908,107,65730,Fail
2909,54,20970,Pass
2910,488,28440,Fail
2911,545,35370,Fail
2912,1127,71240,Pass
2913,795,75780,Pass
2914,1269,12570,Fail
2915,592,59130,Pass
2916,555,32770,Fail
2917,609,10050,Fail
2918,775,89680,Pass
2919,55,56950,Fail
2920,770,66390,Pass
2921,648,39220,Fail
2922,577,45040,Pass
2923,1249,3850,Fail
2924,489,36450,Fail
2925,170,53280,Pass
2926,126,16880,Fail
2927,153,24330,Fail
2928,1038,19410,Fail
2929,619,34040,Fail
2930,837,0,Fail
2931,228,30640,Pass
2932,356,44780,Pass
2933,515,68220,Fail
2934,807,9520,Fail
2935,35,37500,Pass
2936,87,42510,Fail
2937,641,0,Fail
2938,202,19740,Pass
2939,445,40500,Fail
2940,643,37490,Fail
2941,307,27470,Pass
2942,1170,2440,Fail
2943,1032,12030,Fail
2944,1060,41230,Pass
2945,1032,11530,Fail
2946,286,29020,Pass
2947,1056,17230,Fail
2948,449,21990,Fail
2949,53,48230,Pass
2950,553,13420,Fail
2951,731,86810,Pass
2952,428,41150,Fail
2953,63,78930,Fail
2954,270,0,Fail
2955,179,22920,Fail
2956,290,30820,Pass
2957,363,19340,Pass
2958,529,46190,Fail
2959,192,34290,Fail
2960,988,40940,Fail
2961,1175,67290,Pass
2962,1276,71650,Pass
2963,242,960,Fail
2964,151,20560,Fail
2965,650,14290,Fail
2966,464,34150,Fail
2967,946,53020,Fail
2968,174,27290,Fail
2969,797,28760,Fail
2970,960,29860,Fail
2971,971,54570,Pass
2972,771,40200,Fail
2973,666,31330,Fail
2974,900,20000,Fail
2975,850,16340,Fail
2976,321,18680,Fail
2977,702,21950,Fail
2978,493,48580,Fail
2979,905,20110,Fail
2980,187,32420,Fail
2981,43,32950,Pass
2982,984,33720,Fail
2983,153,29300,Fail
2984,654,19140,Fail
2985,806,7500,Fail
2986,425,38100,Fail
2987,31,24040,Pass
2988,417,15660,Fail
2989,83,4740,Fail
2990,388,31500,Pass
2991,829,12340,Fail
2992,1020,27040,Fail
2993,160,11360,Fail
2994,75,43320,Fail
2995,276,31070,Pass
2996,311,31960,Pass
2997,783,71490,Pass
2998,501,16300,Fail
2999,696,23670,Fail
3000,196,52950,Fail
3001,417,15160,Fail
3002,560,27730,Fail
3003,283,21170,Pass
3004,880,34300,Fail
3005,1065,17990,Fail
3006,160,11210,Fail
3007,253,16250,Pass
3008,44,18790,Fail
3009,100,51500,Pass
3010,95,17110,Fail
3011,1017,3000,Fail
3012,1230,23740,Fail
3013,717,44200,Fail
3014,413,37070,Fail
3015,758,78060,Pass
3016,884,34220,Fail
3017,489,36020,Fail
3018,692,38130,Fail
3019,1115,36310,Fail
3020,577,45040,Pass
3021,128,53450,Fail
3022,1151,25160,Fail
3023,11,28490,Fail
3024,72,12320,Fail
3025,634,22440,Fail
3026,1286,38870,Fail
3027,748,37280,Pass
3028,818,22490,Fail
3029,1260,29060,Fail
3030,285,38530,Pass
3031,415,94130,Fail
3032,233,13720,Pass
3033,40,32480,Fail
3034,576,30310,Fail
3035,297,22750,Pass
3036,295,21430,Pass
3037,372,32940,Pass
3038,287,19000,Pass
3039,1181,43080,Fail
3040,525,44460,Fail
3041,220,10080,Fail
3042,830,23030,Fail
3043,282,32240,Pass
3044,244,11020,Pass
3045,20,65530,Pass
3046,162,36280,Fail
3047,676,35370,Fail
3048,494,51000,Pass
3049,714,44610,Fail
3050,607,10660,Fail
3051,773,41910,Pass
3052,287,19000,Pass
3053,726,79770,Pass
3054,1051,23230,Fail
3055,942,37370,Fail
3056,743,66430,Pass
3057,1249,6620,Fail
3058,517,47270,Fail
3059,1267,44740,Fail
3060,773,24600,Fail
3061,44,18790,Fail
3062,590,36760,Fail
3063,401,37130,Fail
3064,450,32610,Fail
3065,1145,18140,Fail
3066,686,50920,Fail
3067,298,7770,Fail
3068,973,57250,Pass
3069,217,14210,Fail
3070,51,51280,Fail
3071,846,6170,Fail
3072,72,31640,Fail
3073,263,30220,Pass
3074,537,30300,Fail
3075,604,6620,Fail
3076,1243,10380,Fail
3077,286,30650,Pass
3078,665,21190,Fail
3079,336,50520,Pass
3080,348,1700,Fail
3081,14,47600,Fail
3082,865,18040,Fail
3083,426,48930,Fail
3084,420,26290,Fail
3085,924,22680,Fail
3086,410,38290,Fail
3087,1049,10210,Fail
3088,1011,15410,Fail
3089,375,8100,Pass
3090,203,43500,Pass
3091,39,24760,Fail
3092,154,55660,Fail
3093,246,11140,Pass
3094,770,66390,Pass
3095,1147,74790,Pass
3096,212,13770,Pass
3097,1063,3500,Fail
3098,212,16000,Pass
3099,318,26000,Pass
3100,828,23650,Fail
3101,291,32210,Pass
3102,445,56450,Pass
3103,1084,29910,Fail
3104,253,16250,Pass
3105,1071,27230,Fail
3106,1150,23310,Fail
3107,1193,16320,Fail
3108,201,1530,Fail
3109,741,63170,Pass
3110,268,33360,Pass
3111,72,30640,Fail
3112,204,48330,Pass
3113,406,8280,Fail
3114,28,32130,Fail
3115,100,54480,Pass
3116,221,48800,Pass
3117,567,42740,Fail
3118,820,11450,Fail
3119,934,24310,Fail
3120,1242,15180,Fail
3121,1294,7640,Fail
3122,215,1500,Fail
3123,334,48410,Pass
3124,392,1000,Fail
3125,407,42620,Fail
3126,549,29760,Fail
3127,828,23650,Fail
3128,1205,24170,Fail
3129,609,10050,Fail
3130,1042,19790,Fail
3131,78,6500,Fail
3132,345,20490,Pass
3133,841,2220,Fail
3134,266,27830,Pass
3135,689,20000,Fail
3136,58,33740,Pass
3137,543,22350,Fail
3138,176,21920,Fail
3139,204,57580,Pass
3140,528,15000,Fail
3141,1264,10970,Fail
3142,843,19460,Fail
3143,1049,10390,Fail
3144,938,15740,Fail
3145,11,30000,Fail
3146,450,24730,Fail
3147,229,25000,Pass
3148,120,28080,Pass
3149,331,2760,Fail
3150,588,44230,Fail
3151,1069,38890,Fail
3152,302,2460,Fail
3153,1123,28900,Fail
3154,194,49060,Fail
3155,737,58660,Fail
3156,1228,14500,Fail
3157,220,33590,Pass
3158,988,41770,Fail
3159,117,33780,Pass
3160,146,61060,Fail
3161,984,17660,Fail
3162,931,35060,Fail
3163,1227,21710,Fail
3164,925,48800,Fail
3165,919,8050,Fail
3166,976,11060,Fail
3167,335,25980,Pass
3168,303,22200,Pass
3169,265,20600,Pass
3170,918,45330,Fail
3171,55,70910,Pass
3172,758,910,Fail
3173,743,71700,Pass
3174,1023,31070,Fail
3175,258,15040,Pass
3176,1027,8290,Fail
3177,179,19420,Fail
3178,1022,29450,Fail
3179,400,27500,Pass
3180,1156,18910,Fail
3181,1165,28610,Fail
3182,596,51410,Fail
3183,526,53900,Pass
3184,830,24700,Fail
3185,1186,30750,Fail
3186,332,34560,Pass
3187,262,13660,Pass
3188,395,18170,Pass
3189,226,43620,Pass
3190,83,4740,Fail
3191,215,1500,Fail
3192,605,28090,Fail
3193,480,49740,Fail
3194,489,36020,Fail
3195,1127,63740,Pass
3196,758,31560,Fail
3197,932,15140,Fail
3198,193,23490,Fail
3199,1163,47900,Fail
3200,350,27560,Pass
3201,16,18480,Fail
3202,33,49240,Pass
3203,735,57540,Pass
3204,938,18620,Fail
3205,993,20090,Fail
3206,56,22000,Fail
3207,1109,40010,Fail
3208,81,22200,Fail
3209,939,2420,Fail
3210,207,28690,Pass
3211,475,20320,Fail
3212,14,46580,Fail
3213,1114,27180,Fail
3214,737,57670,Fail
3215,1187,36890,Fail
3216,740,48880,Fail
3217,91,27080,Pass
3218,331,19690,Pass
3219,1189,18940,Fail
3220,769,69850,Pass
3221,461,27220,Fail
3222,741,74740,Pass
3223,1,19260,Fail
3224,216,10080,Pass
3225,620,36420,Fail
3226,575,10750,Fail
3227,855,24760,Fail
3228,1128,40620,Pass
3229,761,62420,Pass
3230,284,21200,Pass
3231,635,24860,Fail
3232,1216,57080,Pass
3233,289,240,Fail
3234,1142,41250,Pass
3235,958,43050,Pass
3236,645,25380,Fail
3237,1034,43550,Pass
3238,1145,15740,Fail
3239,1098,39810,Fail
3240,1276,71650,Pass
3241,764,34780,Fail
3242,653,22390,Fail
3243,971,54570,Pass
3244,431,25620,Fail
3245,1117,15160,Fail
3246,143,44180,Fail
3247,300,30620,Pass
3248,975,17720,Fail
3249,1162,36320,Fail
3250,1112,18660,Fail
3251,793,79730,Fail
3252,898,11010,Fail
3253,1149,14350,Fail
3254,1288,0,Fail
3255,560,30210,Fail
3256,180,36390,Fail
3257,1279,59880,Pass
3258,767,81640,Pass
3259,559,19860,Fail
3260,338,34920,Pass
3261,967,18380,Fail
3262,1099,38700,Pass
3263,542,33940,Fail
3264,555,27500,Fail
3265,524,10150,Fail
3266,7,29690,Fail
3267,702,21950,Fail
3268,974,20800,Fail
3269,422,24840,Fail
3270,858,12300,Fail
3271,14,47600,Fail
3272,1199,22500,Fail
3273,994,23760,Fail
3274,538,41270,Fail
3275,60,21160,Fail
3276,917,2590,Fail
3277,619,20540,Fail
3278,495,49060,Fail
3279,169,72690,Pass
3280,1140,54500,Pass
3281,264,34640,Pass
3282,296,22820,Fail
3283,899,31280,Fail
3284,659,52410,Fail
3285,1132,53030,Fail
3286,1232,26060,Pass
3287,770,52890,Pass
3288,539,23970,Fail
3289,532,41210,Fail
3290,135,40020,Pass
3291,39,24760,Fail
3292,1042,19790,Fail
3293,448,18020,Fail
3294,317,28950,Pass
3295,388,31500,Pass
3296,903,32790,Fail
3297,1149,16720,Fail
3298,1157,45250,Fail
3299,575,9820,Fail
3300,505,46020,Fail
3301,768,42280,Fail
3302,511,51320,Pass
3303,191,57180,Pass
3304,347,40620,Pass
3305,484,27180,Fail
3306,163,22040,Fail
3307,936,16320,Fail
3308,501,26900,Fail
3309,811,31960,Fail
3310,203,43500,Pass
3311,1259,17600,Pass
3312,1041,30070,Fail
3313,438,26720,Fail
3314,1132,52030,Fail
3315,681,18500,Fail
3316,204,57580,Pass
3317,90,18210,Fail
3318,215,1500,Fail
3319,693,9460,Fail
3320,522,18000,Fail
3321,563,38620,Pass
3322,602,27780,Fail
3323,1166,23980,Fail
3324,117,33780,Pass
3325,264,32140,Pass
3326,33,51240,Pass
3327,1006,23280,Fail
3328,432,38730,Fail
3329,250,480,Fail
3330,399,23180,Pass
3331,1300,36000,Pass
3332,597,9020,Fail
3333,773,25350,Fail
3334,683,2010,Fail
3335,385,37100,Pass
3336,592,59130,Pass
3337,1237,24960,Fail
3338,1188,47560,Pass
3339,741,74740,Pass
3340,576,27710,Fail
3341,86,30390,Fail
3342,77,32260,Fail
3343,254,24380,Pass
3344,237,24210,Pass
3345,871,20470,Fail
3346,1193,15810,Fail
3347,471,39150,Fail
3348,982,3330,Fail
3349,1116,25250,Fail
3350,1248,29030,Fail
3351,395,16590,Pass
3352,827,22290,Fail
3353,564,44260,Pass
3354,1230,23740,Fail
3355,1269,13950,Fail
3356,945,46790,Fail
3357,809,37420,Fail
3358,172,42170,Fail
3359,548,45900,Pass
3360,1228,15820,Fail
3361,535,8190,Fail
3362,2,30240,Pass
3363,477,14770,Fail
3364,1204,33500,Pass
3365,1217,21620,Fail
3366,961,75130,Pass
3367,489,36450,Fail
3368,1131,33490,Fail
3369,870,28740,Fail
3370,119,54320,Fail
3371,458,10580,Fail
3372,1135,16590,Fail
3373,386,34000,Pass
3374,498,45800,Fail
3375,698,23710,Fail
3376,1187,39830,Fail
3377,536,53380,Pass
3378,219,31190,Pass
3379,539,23490,Fail
3380,1185,48880,Fail
3381,100,51500,Pass
3382,885,23510,Fail
3383,520,66990,Pass
3384,1007,24860,Fail
3385,226,43620,Pass
3386,1188,32240,Fail
3387,477,24770,Fail
3388,330,30700,Pass
3389,1103,37170,Fail
3390,654,15670,Fail
3391,377,46500,Pass
3392,1243,10380,Fail
3393,786,89740,Pass
3394,146,43810,Fail
3395,929,15030,Fail
3396,1016,27660,Fail
3397,224,20500,Pass
3398,735,57540,Pass
3399,691,22360,Fail
3400,517,45960,Fail
3401,657,36760,Fail
3402,822,53540,Pass
3403,58,33740,Pass
3404,663,18360,Fail
3405,1076,26120,Fail
3406,900,20000,Fail
3407,964,22220,Fail
3408,484,27180,Fail
3409,370,3620,Fail
3410,952,27600,Fail
3411,116,59900,Fail
3412,78,6500,Fail
3413,1057,32260,Fail
3414,1060,53060,Pass
3415,694,27300,Fail
3416,1130,28090,Fail
3417,319,28710,Pass
3418,915,49870,Fail
3419,255,14660,Pass
3420,639,38310,Fail
3421,380,0,Fail
3422,705,72250,Pass
3423,871,15010,Fail
3424,1249,3850,Fail
3425,871,15500,Fail
3426,389,28000,Pass
3427,1295,20780,Fail
3428,106,29310,Fail
3429,526,48620,Pass
3430,144,26100,Fail
3431,1214,26410,Fail
3432,1051,22870,Fail
3433,1091,14430,Fail
3434,511,43580,Fail
3435,571,41560,Fail
3436,483,11500,Fail
3437,142,33420,Pass
3438,734,82020,Pass
3439,997,11680,Fail
3440,452,53990,Pass
3441,1227,16750,Fail
3442,1118,13450,Fail
3443,671,16680,Fail
3444,770,66390,Pass
3445,1283,26400,Fail
3446,622,16220,Fail
3447,405,42320,Fail
3448,1237,24010,Fail
3449,201,1500,Fail
3450,1159,30260,Fail
3451,1218,22790,Fail
3452,35,33520,Fail
3453,543,22350,Fail
3454,694,32060,Fail
3455,1133,32880,Fail
3456,488,23450,Fail
3457,485,37070,Fail
3458,570,53450,Pass
3459,478,40790,Fail
3460,639,44250,Fail
3461,203,43500,Pass
3462,568,35690,Fail
3463,1253,20270,Fail
3464,784,93690,Pass
3465,188,56090,Pass
3466,229,32140,Pass
3467,278,19780,Pass
3468,1180,68280,Pass
3469,966,13160,Fail
3470,1171,27170,Fail
3471,950,32690,Fail
3472,907,27810,Fail
3473,756,72860,Pass
3474,565,23360,Fail
3475,1169,35590,Fail
3476,166,71300,Fail
3477,33,48160,Pass
3478,532,41210,Fail
3479,130,47970,Fail
3480,452,53340,Pass
3481,41,18810,Fail
3482,885,19010,Fail
3483,394,27340,Pass
3484,733,28880,Fail
3485,466,25700,Fail
3486,102,35190,Pass
3487,338,34920,Pass
3488,1186,34520,Fail
3489,910,37480,Fail
3490,47,26660,Fail
3491,681,23380,Fail
3492,739,41600,Pass
3493,655,37960,Fail
3494,649,20800,Fail
3495,104,24220,Fail
3496,496,29740,Fail
3497,163,21040,Fail
3498,537,18590,Fail
3499,100,54480,Pass
3500,221,35360,Pass
3501,11,30000,Fail
3502,269,30480,Pass
3503,943,31330,Pass
3504,1081,22530,Fail
3505,206,26000,Pass
