EvaluationIndex,LevelIndex,Score,LevelStatus
1218,585,660,Fail
1219,274,36000,Pass
1220,226,43620,Pass
1221,327,800,Fail
1222,998,51570,Fail
1223,164,40260,Fail
1224,470,27230,Fail
1225,1037,21060,Fail
1226,895,10360,Fail
1227,1151,27520,Fail
1228,810,25420,Fail
1229,757,34080,Fail
1230,1150,23310,Fail
1231,415,50320,Fail
1232,435,17290,Fail
1233,944,3100,Fail
1234,962,12110,Fail
1235,348,1700,Fail
1236,324,8480,Pass
1237,196,57450,Fail
1238,955,28660,Fail
1239,1108,14450,Fail
1240,201,1500,Fail
1241,680,39930,Fail
1242,1148,35400,Fail
1243,514,58260,Pass
1244,560,32120,Fail
1245,702,21630,Fail
1246,872,1000,Fail
1247,1141,44950,Fail
1248,1074,15570,Fail
1249,444,38450,Fail
1250,1006,23270,Fail
1251,387,37030,Pass
1252,1140,54500,Pass
1253,948,30550,Fail
1254,1002,38120,Fail
1255,695,23060,Fail
1256,548,51640,Pass
1257,1191,28140,Fail
1258,984,21950,Fail
1259,411,72550,Pass
1260,916,12820,Fail
1261,1210,36110,Fail
1262,709,61450,Pass
1263,898,15050,Fail
1264,334,36720,Pass
1265,1035,58510,Pass
1266,1203,33790,Fail
1267,685,33090,Fail
1268,985,10090,Fail
1269,1000,44750,Pass
1270,1118,13450,Fail
1271,1040,1640,Fail
1272,1188,22160,Fail
1273,1164,26210,Fail
1274,1293,60210,Pass
1275,657,3960,Fail
1276,859,17920,Fail
1277,674,44040,Fail
1278,212,17170,Pass
1279,1278,9650,Fail
1280,624,9290,Fail
1281,219,31190,Pass
1282,449,10900,Fail
1283,3,44620,Fail
1284,578,35490,Pass
1285,1114,51820,Fail
1286,21,17330,Fail
1287,905,10100,Fail
1288,265,20600,Pass
1289,232,11720,Fail
1290,603,13500,Fail
1291,554,19620,Fail
1292,104,11800,Fail
1293,977,10120,Fail
1294,1037,21060,Fail
1295,485,37070,Fail
1296,121,37160,Fail
1297,1195,26360,Fail
1298,127,24500,Fail
1299,76,34730,Fail
1300,549,47900,Pass
1301,1139,47840,Fail
1302,17,39860,Fail
1303,884,25620,Fail
1304,894,22130,Fail
1305,459,12120,Fail
1306,1096,23790,Fail
1307,646,40000,Fail
1308,814,24100,Fail
1309,571,22690,Fail
1310,286,30650,Pass
1311,1039,44500,Pass
1312,811,33960,Fail
1313,1231,17750,Fail
1314,43,32950,Pass
1315,75,47360,Fail
1316,99,93750,Pass
1317,772,77570,Pass
1318,431,30630,Fail
1319,838,32300,Fail
1320,1141,44680,Fail
1321,958,35520,Fail
1322,1163,48120,Fail
1323,100,50480,Pass
1324,753,48950,Fail
1325,615,32930,Fail
1326,770,75190,Pass
1327,734,82020,Pass
1328,732,44920,Pass
1329,615,30960,Fail
1330,1088,27520,Pass
1331,717,74940,Pass
1332,279,30000,Pass
1333,956,22570,Fail
1334,1064,23840,Fail
1335,545,53000,Pass
1336,1082,36590,Fail
1337,309,28560,Pass
1338,609,11370,Fail
1339,373,20700,Pass
1340,362,47000,Pass
1341,607,7740,Fail
1342,253,16250,Pass
1343,557,36680,Pass
1344,697,35070,Fail
1345,694,27300,Fail
1346,341,250,Fail
1347,733,53260,Pass
1348,286,30650,Pass
1349,1214,31320,Fail
1350,1040,1140,Fail
1351,1105,11950,Fail
1352,1018,39830,Fail
1353,911,7820,Fail
1354,258,22220,Pass
1355,1300,36000,Pass
1356,674,44040,Fail
1357,1288,0,Fail
1358,79,10190,Fail
1359,591,29720,Fail
1360,1066,44950,Fail
1361,863,6560,Fail
1362,1086,19160,Fail
1363,1170,2000,Fail
1364,932,20780,Fail
1365,713,24810,Fail
1366,21,14100,Fail
1367,1027,8290,Fail
1368,1164,30080,Fail
1369,1051,23230,Fail
1370,1132,53030,Fail
1371,1081,23310,Fail
1372,734,82020,Pass
1373,493,48580,Fail
1374,121,56310,Fail
1375,1051,24200,Fail
1376,168,51100,Pass
1377,454,37540,Fail
1378,236,19240,Pass
1379,12,26760,Fail
1380,410,15790,Fail
1381,790,70040,Pass
1382,1059,7200,Fail
1383,443,45240,Fail
1384,1025,49280,Fail
1385,747,41890,Fail
1386,1191,38440,Fail
1387,1137,23020,Fail
1388,608,52460,Fail
1389,799,28840,Fail
1390,89,28780,Fail
1391,596,59630,Pass
1392,24,44900,Fail
1393,661,8900,Fail
1394,751,40960,Fail
1395,419,11110,Fail
1396,254,18880,Pass
1397,393,36420,Pass
1398,95,17110,Fail
1399,344,30310,Pass
1400,131,46570,Fail
1401,235,39900,Pass
1402,192,39830,Fail
1403,782,58510,Pass
1404,684,19740,Fail
1405,310,1220,Fail
1406,835,26200,Fail
1407,904,12690,Fail
1408,729,58300,Pass
1409,651,44660,Fail
1410,600,10040,Fail
1411,249,36090,Pass
1412,917,2000,Fail
1413,141,15970,Fail
1414,867,49500,Pass
1415,629,37510,Fail
1416,837,1300,Fail
1417,513,38780,Fail
1418,713,23730,Fail
1419,1083,17730,Fail
1420,1166,50660,Fail
1421,416,45370,Fail
1422,804,41660,Pass
1423,904,11700,Fail
1424,1007,26260,Fail
1425,609,10800,Fail
1426,288,6230,Fail
1427,895,1000,Fail
1428,957,19350,Fail
1429,244,11020,Pass
1430,703,60440,Pass
1431,665,25700,Fail
1432,134,50780,Fail
1433,879,24350,Fail
1434,457,10300,Fail
1435,607,5420,Fail
1436,1073,31680,Fail
1437,1037,42980,Fail
1438,661,5160,Fail
1439,859,12110,Fail
1440,1266,41240,Fail
1441,1003,71500,Pass
1442,504,21840,Fail
1443,1136,25810,Fail
1444,776,87610,Pass
1445,553,5510,Fail
1446,1033,64970,Pass
1447,4,32980,Pass
1448,980,21920,Fail
1449,772,77250,Pass
1450,482,40820,Pass
1451,1178,46730,Fail
1452,1069,34620,Fail
1453,855,23330,Fail
1454,22,22930,Pass
1455,481,31390,Fail
1456,967,18880,Fail
1457,777,52140,Pass
1458,391,1500,Fail
1459,3,42480,Fail
1460,73,34500,Pass
1461,187,32420,Fail
1462,911,7820,Fail
1463,1078,20060,Fail
1464,1245,8710,Fail
1465,309,8870,Fail
1466,860,22290,Fail
1467,765,52930,Pass
1468,909,4780,Fail
1469,632,0,Fail
1470,646,39630,Fail
1471,115,23250,Fail
1472,1138,13880,Fail
1473,1208,32480,Fail
1474,409,15570,Fail
1475,821,9470,Fail
1476,1142,40180,Pass
1477,1146,39300,Fail
1478,517,49860,Fail
1479,441,38980,Fail
1480,808,18500,Fail
1481,417,15660,Fail
1482,1054,38000,Pass
1483,1058,20550,Fail
1484,592,59130,Pass
1485,1117,15560,Fail
1486,215,1500,Fail
1487,149,10570,Fail
1488,1020,31890,Fail
1489,555,31060,Fail
1490,434,60110,Fail
1491,968,18870,Fail
1492,306,28730,Pass
1493,226,43620,Pass
1494,1205,24170,Fail
1495,626,17160,Fail
1496,43,32950,Pass
1497,794,75630,Pass
1498,561,19770,Fail
1499,1272,12840,Fail
1500,552,43620,Fail
1501,395,16590,Pass
1502,1166,23980,Fail
1503,553,14520,Fail
1504,570,20200,Fail
1505,439,19060,Fail
1506,448,7440,Fail
1507,180,39390,Fail
1508,1251,32050,Fail
1509,217,35780,Pass
1510,988,41770,Fail
1511,95,17110,Fail
1512,430,36050,Fail
1513,926,22980,Fail
1514,1250,31180,Fail
1515,1245,8840,Fail
1516,1121,23220,Fail
1517,686,47990,Fail
1518,156,33670,Fail
1519,734,82020,Pass
1520,932,16920,Fail
1521,905,19600,Fail
1522,353,30980,Pass
1523,680,34080,Fail
1524,1205,20120,Fail
1525,753,32420,Fail
1526,1186,31680,Fail
1527,169,70130,Pass
1528,249,33640,Pass
1529,322,27590,Pass
1530,155,45300,Fail
1531,727,86830,Pass
1532,804,33160,Pass
1533,1243,12250,Fail
1534,592,41210,Fail
1535,198,33140,Fail
1536,634,17330,Fail
1537,1197,6740,Fail
1538,207,28690,Pass
1539,548,24730,Fail
1540,1008,21810,Fail
1541,1015,19990,Fail
1542,598,39340,Pass
1543,209,30640,Pass
1544,718,42060,Fail
1545,737,86380,Pass
1546,694,32650,Fail
1547,282,32240,Pass
1548,36,14140,Fail
1549,1282,46440,Pass
1550,1023,37740,Fail
1551,445,64350,Pass
1552,161,33440,Fail
1553,720,88050,Pass
1554,324,22060,Pass
1555,376,2310,Fail
1556,550,52250,Pass
1557,482,42860,Fail
1558,1183,40660,Fail
1559,123,37370,Fail
1560,632,0,Fail
1561,889,26000,Fail
1562,398,33040,Pass
1563,873,6850,Fail
1564,1201,16710,Fail
1565,1111,43420,Fail
1566,123,34330,Fail
1567,629,41270,Fail
1568,829,13590,Fail
1569,1124,55000,Pass
1570,291,32750,Pass
1571,493,47580,Fail
1572,5,27320,Fail
1573,1063,3500,Fail
1574,1251,18610,Fail
1575,626,7000,Fail
1576,886,57790,Pass
1577,308,500,Fail
1578,98,33520,Pass
1579,910,33640,Fail
1580,1255,30000,Fail
1581,508,48070,Fail
1582,793,88570,Fail
1583,466,16940,Fail
1584,465,23740,Fail
1585,1168,7380,Fail
1586,255,14060,Pass
1587,818,22490,Fail
1588,1155,35850,Fail
1589,1032,11030,Fail
1590,593,39100,Fail
1591,851,16860,Fail
1592,632,13470,Fail
1593,438,32510,Fail
1594,21,2170,Fail
1595,743,52440,Fail
1596,809,37420,Fail
1597,174,28450,Fail
1598,484,28780,Fail
1599,1091,12350,Fail
1600,716,5600,Fail
1601,632,19450,Fail
1602,330,30700,Pass
1603,745,59570,Fail
1604,94,29230,Fail
1605,186,19980,Fail
1606,502,44760,Fail
1607,204,57580,Pass
1608,1069,34620,Fail
1609,79,10900,Fail
1610,264,28780,Pass
1611,1067,53330,Pass
1612,47,36630,Fail
1613,305,40030,Pass
1614,1082,35640,Fail
1615,1195,31740,Fail
1616,329,17810,Pass
1617,343,33810,Pass
1618,555,31270,Fail
1619,773,25680,Fail
1620,1153,45880,Fail
1621,443,37080,Fail
1622,1290,24030,Fail
1623,764,50420,Fail
1624,85,10130,Fail
1625,257,40560,Pass
1626,564,44260,Pass
1627,259,2000,Fail
1628,47,31960,Fail
1629,708,73540,Pass
1630,1019,2500,Fail
1631,150,62790,Fail
1632,1134,67380,Fail
1633,98,33020,Pass
1634,371,39830,Pass
1635,1123,43940,Fail
1636,263,29140,Pass
1637,391,28000,Pass
1638,5,27970,Fail
1639,7,29190,Fail
1640,660,14030,Fail
1641,595,29110,Fail
1642,767,33320,Fail
1643,1184,18600,Fail
1644,764,50920,Fail
1645,1022,38330,Fail
1646,264,32140,Pass
1647,1283,23900,Fail
1648,1028,27880,Fail
1649,44,18790,Fail
1650,115,23570,Fail
1651,306,28730,Pass
1652,1213,33410,Fail
1653,184,18980,Fail
1654,164,42400,Fail
1655,1122,23680,Fail
1656,395,16340,Pass
1657,1260,35470,Fail
1658,1206,43250,Fail
1659,156,48810,Fail
1660,1075,29900,Fail
1661,990,34830,Fail
1662,575,10630,Fail
1663,249,35980,Fail
1664,875,18580,Fail
1665,919,8060,Fail
1666,772,81750,Pass
1667,349,30320,Pass
1668,1005,17010,Fail
1669,854,10780,Fail
1670,1245,8920,Fail
1671,94,31630,Fail
1672,48,39840,Fail
1673,598,36170,Pass
1674,1030,23130,Fail
1675,577,45040,Pass
1676,643,38490,Fail
1677,1051,22720,Fail
1678,596,63100,Pass
1679,891,1000,Fail
1680,407,45210,Fail
1681,540,31220,Fail
1682,169,32330,Fail
1683,825,270,Fail
1684,437,41430,Pass
1685,1246,12940,Fail
1686,1239,32740,Fail
1687,857,21180,Fail
1688,241,17950,Pass
1689,630,5000,Fail
1690,725,59960,Pass
1691,866,22680,Fail
1692,350,27560,Pass
1693,143,18650,Fail
1694,622,14240,Fail
1695,1062,61620,Pass
1696,316,37850,Pass
1697,253,16250,Pass
1698,268,33360,Pass
1699,1185,41880,Fail
1700,856,50890,Fail
1701,509,37530,Fail
1702,1102,26080,Fail
1703,121,53560,Fail
1704,1175,24110,Fail
1705,457,10300,Fail
1706,1170,2440,Fail
1707,728,30520,Fail
1708,591,36720,Fail
1709,127,22080,Fail
1710,416,49130,Fail
1711,451,52690,Pass
1712,453,18040,Fail
1713,75,39350,Fail
1714,464,44560,Fail
1715,258,15040,Pass
1716,136,25800,Fail
1717,1128,55310,Pass
1718,1240,16950,Fail
1719,843,21460,Fail
1720,1282,42690,Fail
1721,1151,24980,Fail
1722,81,22200,Fail
1723,1023,26890,Fail
1724,953,15010,Fail
1725,372,39650,Pass
1726,737,52370,Fail
1727,798,54220,Pass
1728,891,3220,Fail
1729,214,32740,Pass
1730,213,16000,Pass
1731,194,46310,Fail
1732,917,2000,Fail
1733,124,37750,Pass
1734,997,14650,Fail
1735,346,36000,Pass
1736,102,35190,Pass
1737,453,23940,Fail
1738,890,21820,Fail
1739,879,23710,Fail
1740,1297,28530,Fail
1741,871,12610,Fail
1742,29,25300,Fail
1743,906,22040,Fail
1744,1001,31190,Fail
1745,562,70000,Pass
1746,85,9450,Fail
1747,1200,47240,Fail
1748,531,21860,Fail
1749,801,16310,Fail
1750,1300,36000,Pass
1751,275,27600,Pass
1752,957,18850,Fail
1753,1081,26530,Fail
1754,207,28690,Pass
1755,861,24920,Fail
1756,1138,16950,Fail
1757,261,17990,Pass
1758,592,59130,Pass
1759,19,26550,Fail
1760,427,23960,Fail
1761,442,31800,Fail
1762,255,11450,Pass
1763,218,17630,Pass
1764,667,29040,Fail
1765,1099,8470,Fail
1766,842,21110,Fail
1767,1058,21700,Fail
1768,1279,59880,Pass
1769,80,23430,Fail
1770,143,16880,Fail
1771,279,30000,Pass
1772,989,20300,Fail
1773,1242,16840,Fail
1774,706,72700,Pass
1775,491,13280,Fail
1776,1070,41680,Fail
1777,670,8500,Fail
1778,132,35250,Fail
1779,259,2000,Fail
1780,1045,24920,Fail
1781,156,47240,Fail
1782,330,30700,Pass
1783,1061,17530,Fail
1784,39,24760,Fail
1785,81,22200,Fail
1786,455,37680,Fail
1787,461,27690,Fail
1788,85,10130,Fail
1789,62,43940,Fail
1790,105,23740,Fail
1791,909,12280,Fail
1792,205,15000,Fail
1793,732,34670,Fail
1794,548,43790,Pass
1795,1142,25310,Fail
1796,593,81350,Pass
1797,462,25110,Fail
1798,574,18130,Fail
1799,356,49120,Pass
1800,616,6480,Fail
1801,885,21510,Fail
1802,543,43850,Fail
1803,396,34440,Pass
1804,502,41270,Fail
1805,714,63610,Fail
1806,577,43040,Pass
1807,99,88360,Fail
1808,436,11160,Fail
1809,249,14580,Fail
1810,1059,6310,Fail
1811,284,23720,Pass
1812,1112,18660,Fail
1813,536,35930,Fail
1814,933,50530,Pass
1815,1077,10310,Fail
1816,1263,26090,Fail
1817,1190,25860,Fail
1818,1202,42460,Pass
1819,984,16410,Fail
1820,270,0,Fail
1821,314,26000,Pass
1822,246,11140,Pass
1823,246,11140,Pass
1824,682,21000,Fail
1825,674,63180,Fail
1826,585,0,Fail
1827,1107,26460,Fail
1828,568,30000,Fail
1829,934,46480,Pass
1830,517,42000,Fail
1831,578,32840,Pass
1832,576,27710,Fail
1833,38,25650,Fail
1834,1221,53510,Fail
1835,737,87370,Pass
1836,180,47480,Fail
1837,685,37250,Fail
1838,1218,25020,Fail
1839,322,27590,Pass
1840,255,14060,Pass
1841,262,14540,Pass
1842,518,11810,Fail
1843,917,2000,Fail
1844,788,66830,Pass
1845,520,74090,Fail
1846,1026,18840,Fail
1847,504,25250,Fail
1848,1125,48880,Pass
1849,296,22410,Fail
1850,178,44390,Fail
1851,320,30500,Pass
1852,52,27550,Fail
1853,168,56100,Pass
1854,859,12980,Fail
1855,1281,19770,Fail
1856,603,0,Fail
1857,578,38080,Pass
1858,879,23710,Fail
1859,163,17040,Fail
1860,285,38530,Pass
1861,268,17160,Fail
1862,16,18120,Fail
1863,418,51720,Fail
1864,1251,18610,Fail
1865,94,32280,Fail
1866,566,12840,Fail
1867,29,25300,Fail
1868,1071,27220,Fail
1869,933,48530,Pass
1870,308,500,Fail
1871,1168,8040,Fail
1872,995,36690,Fail
1873,469,60580,Pass
1874,1218,24290,Fail
1875,78,7000,Fail
1876,481,50500,Fail
1877,111,26720,Fail
1878,842,21110,Fail
1879,665,23200,Fail
1880,503,47360,Fail
1881,1112,13200,Fail
1882,165,56830,Fail
1883,31,3270,Fail
1884,619,14540,Fail
1885,78,7000,Fail
1886,26,20320,Fail
1887,268,44580,Pass
1888,94,34380,Fail
1889,599,32670,Fail
1890,742,79320,Pass
1891,823,36440,Fail
1892,18,35200,Pass
1893,360,21500,Pass
1894,380,35660,Pass
1895,1278,45620,Pass
1896,984,30220,Fail
1897,548,51640,Pass
1898,780,62350,Pass
1899,491,12280,Fail
1900,622,18860,Fail
1901,499,32320,Fail
1902,485,37990,Fail
1903,567,43780,Fail
1904,1056,20520,Fail
1905,244,11020,Pass
1906,851,16860,Fail
1907,1200,26470,Fail
1908,72,29810,Fail
1909,829,12340,Fail
1910,387,37030,Pass
1911,916,12680,Fail
1912,175,34610,Fail
1913,751,35620,Fail
1914,1092,17470,Fail
1915,1250,32660,Fail
1916,634,30550,Fail
1917,73,36500,Pass
1918,1171,30410,Fail
1919,167,26710,Fail
1920,1161,44000,Pass
1921,895,4230,Fail
1922,838,32300,Fail
1923,553,13420,Fail
1924,925,37190,Fail
1925,457,10300,Fail
1926,290,30820,Pass
1927,1182,40840,Fail
1928,807,31210,Pass
1929,666,7840,Fail
1930,1131,32990,Fail
1931,843,19460,Fail
1932,977,10120,Fail
1933,292,27240,Pass
1934,1213,31010,Fail
1935,1249,3850,Fail
1936,1230,27970,Fail
1937,1046,43790,Fail
1938,68,30020,Pass
1939,921,33120,Fail
1940,1211,36670,Fail
1941,815,10770,Fail
1942,142,32920,Pass
1943,1078,11820,Fail
1944,861,24930,Fail
1945,189,27730,Fail
1946,967,18880,Fail
1947,494,52370,Pass
1948,796,39470,Fail
1949,1293,63580,Pass
1950,661,10590,Fail
1951,86,61390,Pass
1952,1058,21720,Fail
1953,604,5900,Fail
1954,435,28440,Fail
1955,325,27910,Pass
1956,909,34610,Fail
1957,1135,16590,Fail
1958,1009,22450,Fail
1959,36,16000,Fail
1960,52,31280,Fail
1961,933,47530,Pass
1962,288,33210,Pass
1963,277,1500,Fail
1964,412,8900,Fail
1965,985,10090,Fail
1966,1158,22030,Fail
1967,889,24350,Fail
1968,646,33300,Fail
1969,236,30280,Pass
1970,665,28190,Fail
1971,1119,21630,Fail
1972,972,8470,Fail
1973,1247,39630,Fail
1974,991,6760,Fail
1975,637,38820,Fail
1976,896,7820,Fail
1977,720,87550,Pass
1978,986,29180,Fail
1979,407,42620,Fail
1980,825,16040,Fail
1981,158,42280,Fail
1982,451,41500,Fail
1983,263,16000,Pass
1984,1061,19060,Fail
1985,427,23570,Fail
1986,457,10300,Fail
1987,657,46570,Fail
1988,423,6710,Fail
1989,526,56270,Fail
1990,1089,30390,Fail
1991,195,51020,Fail
1992,649,20800,Fail
1993,276,31070,Pass
1994,757,34080,Fail
1995,1143,49120,Fail
1996,101,40640,Fail
1997,444,32020,Fail
1998,679,7850,Fail
1999,403,36660,Fail
2000,1219,30500,Fail
2001,410,21430,Fail
2002,485,37490,Fail
2003,7,32360,Fail
2004,422,24840,Fail
2005,150,71800,Fail
2006,198,32540,Fail
2007,659,30140,Fail
2008,876,69430,Pass
2009,1050,38120,Fail
2010,1121,23820,Fail
2011,764,30250,Fail
2012,543,13810,Fail
2013,990,42740,Fail
2014,706,72540,Pass
2015,776,54540,Fail
2016,851,17360,Fail
2017,539,23490,Fail
2018,105,28340,Fail
2019,1166,24450,Fail
2020,1040,1080,Fail
2021,464,34150,Fail
2022,273,4790,Fail
2023,271,33300,Pass
2024,839,10500,Fail
2025,46,46060,Fail
2026,1296,40000,Fail
2027,506,53130,Fail
2028,396,34440,Pass
2029,827,22290,Fail
2030,952,27600,Fail
2031,1031,39120,Fail
2032,25,48850,Fail
2033,63,76420,Fail
2034,665,23200,Fail
2035,491,13780,Fail
2036,325,27840,Pass
2037,1104,8150,Fail
2038,699,2000,Fail
2039,630,5000,Fail
2040,129,63000,Pass
2041,989,13650,Fail
2042,453,18540,Fail
2043,476,38780,Fail
2044,16,18120,Fail
2045,84,32820,Fail
2046,1294,19960,Fail
2047,6,29470,Fail
2048,543,22350,Fail
2049,693,9460,Fail
2050,641,0,Fail
2051,422,24840,Fail
2052,1068,12470,Fail
2053,833,45760,Fail
2054,568,34550,Fail
2055,1009,24760,Fail
2056,1247,38590,Fail
2057,557,36840,Pass
2058,971,60050,Pass
2059,44,18790,Fail
2060,160,11210,Fail
2061,1083,17230,Fail
2062,1276,72680,Pass
2063,892,32070,Fail
2064,923,28090,Fail
2065,877,30820,Pass
2066,891,5710,Fail
2067,515,48280,Fail
2068,1229,8430,Fail
2069,546,25130,Fail
2070,63,76420,Fail
2071,1116,24350,Fail
2072,768,44940,Fail
2073,815,10310,Fail
2074,13,28150,Fail
2075,553,4690,Fail
2076,933,48530,Pass
2077,1288,0,Fail
2078,1250,32660,Fail
2079,1175,66920,Pass
2080,756,69820,Pass
2081,1114,41640,Fail
2082,742,52980,Pass
2083,1177,33620,Fail
2084,705,71660,Pass
2085,227,32140,Pass
2086,303,22200,Pass
2087,679,5960,Fail
2088,293,28500,Pass
2089,641,40,Fail
2090,1242,16950,Fail
2091,379,20280,Pass
2092,350,27560,Pass
2093,851,17860,Fail
2094,611,8430,Fail
2095,392,730,Fail
2096,832,18830,Fail
2097,620,34500,Fail
2098,315,38410,Pass
2099,1222,13800,Fail
2100,1216,57080,Pass
2101,58,46240,Pass
2102,181,22720,Pass
2103,116,42580,Fail
2104,205,49110,Pass
2105,1239,32760,Fail
2106,460,11000,Fail
2107,1172,18630,Fail
2108,225,15880,Pass
2109,262,20110,Pass
2110,867,49500,Pass
2111,683,12010,Fail
2112,225,29550,Pass
2113,1296,38000,Fail
2114,739,84620,Pass
2115,818,18910,Fail
2116,1129,36740,Fail
2117,833,40520,Fail
2118,397,25000,Pass
2119,757,34080,Fail
2120,1030,23130,Fail
2121,805,15210,Fail
2122,426,17410,Fail
2123,658,33000,Fail
2124,110,30280,Fail
2125,208,47500,Pass
2126,172,47880,Fail
2127,677,2260,Fail
2128,587,29230,Fail
2129,951,16900,Fail
2130,656,50460,Fail
2131,780,24860,Fail
2132,156,45480,Fail
2133,1223,10330,Fail
2134,730,27180,Fail
2135,336,50440,Pass
2136,1164,30080,Fail
2137,162,36280,Fail
2138,799,32610,Fail
2139,592,47970,Fail
2140,413,37070,Fail
2141,885,21510,Fail
2142,197,29620,Fail
2143,285,38530,Pass
2144,57,29320,Fail
2145,122,35890,Fail
2146,580,35280,Fail
2147,635,29540,Fail
2148,419,17520,Fail
2149,944,3100,Fail
2150,1168,7280,Fail
2151,1275,38640,Pass
2152,191,57180,Pass
2153,386,34000,Pass
2154,826,31680,Fail
2155,23,50310,Fail
2156,37,19400,Fail
2157,971,58100,Pass
2158,1003,71500,Pass
2159,1127,71240,Pass
2160,130,34330,Fail
2161,638,11800,Fail
2162,1214,22520,Fail
2163,146,59900,Fail
2164,1299,44820,Pass
2165,1097,16030,Fail
2166,162,38610,Fail
2167,528,16000,Fail
2168,983,22950,Fail
2169,200,40520,Pass
2170,856,46450,Fail
2171,1085,47260,Fail
2172,325,38160,Pass
2173,672,13160,Fail
2174,347,40620,Pass
2175,563,33620,Pass
2176,682,21000,Fail
2177,1273,33850,Fail
2178,666,7840,Fail
2179,442,34010,Fail
2180,17,37320,Fail
2181,704,52330,Fail
2182,1176,23580,Fail
2183,415,54980,Fail
2184,94,31910,Fail
2185,366,16990,Pass
2186,685,10070,Fail
2187,507,64170,Pass
2188,268,44580,Pass
2189,678,8800,Fail
2190,120,28080,Pass
2191,946,51580,Fail
2192,890,2290,Fail
2193,136,25930,Fail
2194,1,19260,Fail
2195,321,12980,Fail
2196,285,38530,Pass
2197,1165,43330,Fail
2198,156,45130,Fail
2199,77,32950,Fail
2200,592,59130,Pass
2201,684,19360,Fail
2202,367,12340,Fail
2203,790,62630,Pass
2204,75,44610,Fail
2205,966,13160,Fail
2206,17,31130,Fail
2207,936,16320,Fail
2208,177,40460,Fail
2209,891,4260,Fail
2210,223,720,Fail
2211,1106,17560,Fail
2212,1069,34620,Fail
2213,374,34700,Pass
2214,1034,43550,Pass
2215,1195,34300,Fail
2216,585,0,Fail
2217,856,48450,Fail
2218,298,26450,Pass
2219,354,1500,Fail
2220,1156,19330,Fail
2221,60,20520,Fail
2222,343,42670,Pass
2223,35,37500,Pass
2224,289,240,Fail
2225,690,28680,Fail
2226,977,5270,Fail
2227,541,33450,Pass
2228,412,8900,Fail
2229,617,8480,Fail
2230,649,20850,Fail
2231,71,3000,Fail
2232,575,9240,Fail
2233,1142,14830,Fail
2234,1142,40180,Pass
2235,485,37990,Fail
2236,113,15220,Fail
2237,1269,21000,Fail
2238,1068,29610,Fail
2239,1222,13800,Fail
2240,1181,34700,Fail
2241,887,26570,Fail
2242,1243,12660,Fail
2243,447,50810,Pass
2244,861,32830,Fail
2245,649,20800,Fail
2246,1128,40790,Pass
2247,117,33780,Pass
2248,1229,8430,Fail
2249,89,30120,Fail
2250,681,18500,Fail
2251,624,26810,Fail
2252,1066,34950,Fail
2253,161,33440,Fail
2254,493,48580,Fail
2255,958,35520,Fail
2256,386,34950,Pass
2257,139,29620,Fail
2258,224,20500,Pass
2259,407,36230,Fail
2260,1278,16620,Fail
2261,763,71000,Fail
2262,839,500,Fail
2263,888,20860,Fail
2264,1116,24350,Fail
2265,1031,41130,Fail
2266,1088,24020,Pass
2267,584,35620,Fail
2268,1260,31420,Fail
2269,1073,36200,Fail
2270,1136,21380,Fail
2271,993,20090,Fail
2272,263,17500,Pass
2273,537,19400,Fail
2274,1115,36310,Fail
2275,579,25290,Fail
2276,612,25210,Fail
2277,666,7840,Fail
2278,967,18380,Fail
2279,254,4600,Fail
2280,598,39340,Pass
2281,832,18830,Fail
2282,803,15020,Fail
2283,1069,34620,Fail
2284,786,83730,Pass
2285,13,27410,Fail
2286,120,28080,Pass
2287,803,14510,Fail
2288,433,31110,Fail
2289,1221,47510,Fail
2290,758,31390,Fail
2291,1172,17380,Fail
2292,705,58840,Pass
2293,1206,33530,Fail
2294,551,30590,Fail
2295,775,89680,Pass
2296,1048,68000,Pass
2297,291,32750,Pass
2298,698,23580,Fail
2299,622,15390,Fail
2300,770,46970,Pass
2301,1152,41320,Pass
2302,157,21510,Fail
2303,723,33740,Fail
2304,423,38210,Fail
2305,337,15900,Pass
2306,162,36280,Fail
2307,1168,7380,Fail
2308,1232,26560,Pass
2309,230,42330,Pass
2310,171,8040,Fail
2311,207,28690,Pass
2312,748,38500,Fail
2313,82,63650,Fail
2314,227,31900,Pass
2315,746,84290,Pass
2316,82,38920,Fail
2317,1082,56430,Fail
2318,848,24740,Fail
2319,497,38900,Pass
2320,1060,39480,Pass
2321,124,30250,Pass
2322,287,19000,Pass
2323,819,32960,Fail
2324,1126,38600,Fail
2325,498,45740,Fail
2326,425,38070,Fail
2327,7,29690,Fail
2328,106,50070,Fail
2329,890,22310,Fail
2330,282,32240,Pass
2331,138,15060,Fail
2332,1111,36050,Fail
2333,1131,35550,Fail
2334,765,83210,Pass
2335,407,42620,Fail
2336,1068,10580,Fail
2337,274,36000,Pass
2338,368,30620,Pass
2339,361,36180,Pass
2340,1268,26430,Fail
2341,667,35600,Fail
2342,454,37540,Fail
2343,191,57180,Pass
2344,147,21380,Fail
2345,828,23650,Fail
2346,1171,31350,Fail
2347,328,38900,Pass
2348,440,10340,Fail
2349,555,27500,Fail
2350,805,15210,Fail
2351,972,15800,Fail
2352,1054,39160,Pass
2353,111,26720,Fail
2354,553,50000,Pass
2355,528,16000,Fail
2356,34,33890,Fail
2357,536,45400,Pass
2358,472,24860,Fail
2359,334,36420,Pass
2360,725,63960,Pass
